train_acc,train_loss,val_acc,val_loss
0.018947368421052633,4.4458933,0.023600000000000003,4.270365
0.026610526315789473,4.2575836,0.0384,4.144724
0.048526315789473695,4.1021214,0.05080000000000001,4.1008797
0.07256842105263157,3.916172,0.1008,3.779746
0.09770526315789475,3.7690732,0.0964,3.7562215
0.1212842105263158,3.6496637,0.13240000000000002,3.5672495
0.14216842105263158,3.4992127,0.1508,3.3819404
0.16353684210526317,3.3856635,0.1716,3.3293295
0.18642105263157896,3.2491977,0.188,3.1626158
0.21153684210526316,3.1173732,0.2188,3.0818527
0.23103157894736845,3.0201886,0.2352,3.0157135
0.25705263157894737,2.8895073,0.27399999999999997,2.8058143
0.2781894736842105,2.781173,0.2668,2.8432403
0.2874315789473684,2.722333,0.2716,2.7864928
0.3111368421052631,2.6160817,0.3212,2.5840864
0.3222947368421052,2.5561643,0.28800000000000003,2.7564297
0.3366315789473684,2.5025535,0.34240000000000004,2.5091543
0.35016842105263163,2.4274895,0.34879999999999994,2.47636
0.35309473684210524,2.4068034,0.3336,2.557113
0.37071578947368417,2.3407793,0.3696,2.3769705
0.3792421052631579,2.2970421,0.35839999999999994,2.4325194
0.3854736842105263,2.2741842,0.368,2.3956094
0.3990947368421052,2.2067394,0.40920000000000006,2.262275
0.4029052631578947,2.1969883,0.35359999999999997,2.4559002
0.40974736842105264,2.162038,0.40399999999999997,2.234233
0.41974736842105265,2.1130912,0.4068,2.2492423
0.42404210526315794,2.1012645,0.3812,2.3532755
0.4345473684210527,2.0619614,0.42239999999999994,2.1731827
0.4436631578947368,2.0306916,0.41200000000000003,2.2558947
0.4445052631578947,2.0206437,0.4168,2.2325814
0.4564842105263158,1.9657319,0.4372,2.129409
0.4590736842105263,1.9547206,0.39399999999999996,2.3145409
0.46246315789473685,1.9474322,0.43920000000000003,2.0944648
0.4726105263157895,1.8955818,0.42200000000000004,2.1745553
0.4714105263157895,1.9091388,0.4060000000000001,2.2319307
0.4776842105263158,1.8671675,0.4496,2.064795
0.4865263157894737,1.8451816,0.4296,2.2381232
0.4831368421052632,1.8522714,0.43479999999999996,2.1283383
0.49442105263157893,1.8137125,0.4635999999999999,2.012621
0.4983789473684211,1.8054992,0.4096,2.3285215
0.4966315789473684,1.7938931,0.46240000000000003,2.0349739
0.5083157894736842,1.7534225,0.4603999999999999,2.0557826
0.5015157894736842,1.7696602,0.4152,2.193541
0.5125684210526316,1.7294605,0.474,1.9807771
0.5187157894736844,1.7089887,0.4604,2.0425978
0.5151157894736842,1.7220263,0.4556,2.0365489
0.5266105263157894,1.6810303,0.4792,1.994266
0.526778947368421,1.6795747,0.4608,2.070133
0.5267789473684211,1.6773357,0.48200000000000004,1.99066
0.5378526315789474,1.6314857,0.4852,1.997538
0.5301263157894737,1.6635448,0.4568,2.099238
0.535157894736842,1.6322955,0.4948,1.9302163
0.5401052631578948,1.6234075,0.4623999999999999,2.02329
0.5397894736842106,1.6296135,0.46559999999999996,1.9752676
0.5509894736842106,1.5873723,0.49439999999999995,1.9092273
0.548442105263158,1.5897058,0.47119999999999995,2.066909
0.5477473684210526,1.5882016,0.4968,1.9458053
0.5544000000000001,1.5619414,0.4932,1.9354395
0.548042105263158,1.5787516,0.46520000000000006,2.0099428
0.553621052631579,1.5605489,0.49440000000000006,1.8847455
0.5630947368421052,1.53971,0.47839999999999994,2.0351992
0.5581684210526315,1.543399,0.47200000000000003,1.95684
0.5629684210526316,1.5288057,0.5152,1.8527703
0.5636842105263158,1.5223877,0.47919999999999996,1.9694256
0.5664421052631579,1.5186973,0.49759999999999993,1.9292523
0.5718947368421053,1.488159,0.5024000000000001,1.9002076
0.5678736842105263,1.5107996,0.4764,1.995017
0.5756421052631581,1.4759555,0.5144,1.8775227
0.5774736842105263,1.472781,0.4804,2.0082579
0.5745052631578947,1.494978,0.4844,1.9382335
0.5805052631578947,1.4635254,0.5224,1.8159393
0.579578947368421,1.4596777,0.4708,2.0778205
0.578421052631579,1.4732817,0.49800000000000005,1.9221362
0.5876842105263157,1.4335592,0.5152,1.9125224
0.5788842105263159,1.4603472,0.4816,2.0088713
0.5858526315789474,1.4330328,0.5128,1.8322009
0.5912210526315789,1.4218107,0.4976,1.9722363
0.5847368421052631,1.4467059,0.4972000000000001,1.9263828
0.5932842105263157,1.4182556,0.524,1.8528688
0.5920842105263158,1.4179837,0.48080000000000006,1.9310642
0.5932210526315789,1.4132643,0.5067999999999999,1.8680593
0.5989473684210527,1.3904498,0.5084000000000001,1.9218125
0.5901473684210526,1.4140481,0.5016,1.9570857
0.5969052631578947,1.3935329,0.5176000000000001,1.8562084
0.6007578947368422,1.3717144,0.5068,2.005031
0.5933052631578947,1.403708,0.5136,1.9397807
0.6022315789473685,1.3697282,0.5144,1.859278
0.6052421052631579,1.3675617,0.49440000000000006,1.9765549
0.6000421052631578,1.3915275,0.5047999999999999,1.9186729
0.6059789473684212,1.3511103,0.516,1.8541626
0.6026947368421052,1.3752333,0.474,2.0482135
0.6092842105263159,1.3528024,0.5156000000000001,1.8795468
0.6102105263157894,1.3402945,0.49920000000000003,1.953963
0.6052421052631579,1.3692954,0.49879999999999997,1.9883182
0.6115368421052632,1.3404834,0.528,1.8458935
0.6095157894736841,1.3449349,0.48719999999999997,2.0257354
0.6085473684210527,1.3437699,0.524,1.8495855
0.615578947368421,1.3200693,0.5247999999999999,1.9076173
0.6118105263157895,1.3438181,0.5,1.9225359
0.6133684210526317,1.3325455,0.528,1.8525968
