train_acc,train_loss,val_acc,val_loss
0.03909473684210527,4.273959,0.056400000000000006,4.064134
0.06715789473684211,3.9941537,0.0924,3.8423386
0.09421052631578947,3.8233466,0.06880000000000001,4.1213083
0.13233684210526317,3.604844,0.16399999999999998,3.367026
0.17254736842105262,3.383581,0.15,3.5781775
0.2068842105263158,3.21452,0.21880000000000002,3.1041574
0.24496842105263159,3.0176346,0.2816,2.8134322
0.27555789473684206,2.8430057,0.2352,3.0051193
0.3068,2.6925561,0.3204,2.5685208
0.33785263157894735,2.5322132,0.3552,2.4384208
0.3558947368421052,2.4321432,0.28,3.1108499
0.38482105263157895,2.313815,0.4044,2.2131522
0.4045473684210527,2.211599,0.37760000000000005,2.3692985
0.41814736842105266,2.1467788,0.3839999999999999,2.2953634
0.4378315789473684,2.0608563,0.45640000000000003,1.9729768
0.4496,2.0093277,0.3528,2.5017793
0.46378947368421053,1.9585938,0.46519999999999995,1.9476639
0.4796631578947369,1.8911594,0.45840000000000003,1.9510442
0.4846526315789474,1.8629341,0.39559999999999995,2.3837342
0.49882105263157894,1.8086816,0.49119999999999997,1.8222766
0.5102947368421054,1.7702514,0.41840000000000005,2.2257233
0.5115999999999999,1.7499232,0.4864,1.8907442
0.5275157894736843,1.6883411,0.5168,1.7210382
0.5282105263157895,1.6778827,0.39480000000000004,2.4061315
0.5357052631578948,1.641287,0.5164,1.7585205
0.5492631578947368,1.5913793,0.5207999999999999,1.7349776
0.5502105263157895,1.5912788,0.44439999999999996,2.1324277
0.5595368421052631,1.5541606,0.5379999999999999,1.648288
0.5648421052631578,1.5215201,0.5144,1.8362617
0.5660842105263157,1.5226151,0.48119999999999996,1.8607953
0.5790315789473683,1.4720064,0.552,1.6316713
0.581978947368421,1.462813,0.46919999999999995,2.052033
0.5864000000000001,1.4539337,0.56,1.6250958
0.592463157894737,1.4194298,0.5479999999999999,1.6467984
0.5943368421052632,1.4134234,0.47919999999999996,1.930106
0.6020842105263158,1.3843,0.5663999999999999,1.5794075
0.6035368421052631,1.3688142,0.5176000000000001,1.8350295
0.6023578947368421,1.3738204,0.5459999999999999,1.6522343
0.613221052631579,1.3306171,0.5736,1.5463631
0.6138105263157894,1.3372449,0.5131999999999999,1.8394045
0.6154105263157894,1.3244331,0.5795999999999999,1.5414703
0.6277263157894737,1.2840228,0.5556,1.6800648
0.6203157894736842,1.3057054,0.508,1.9143223
0.6271368421052631,1.2736182,0.5883999999999999,1.5240469
0.6339999999999999,1.257527,0.554,1.6862484
0.6287368421052633,1.263881,0.5284,1.8243448
0.6387789473684211,1.2326074,0.5848,1.4907476
0.6415157894736843,1.2266047,0.5036,1.9320102
0.6388631578947368,1.2274306,0.5908,1.5157368
0.648021052631579,1.1973501,0.5771999999999999,1.5645808
0.6459578947368421,1.2050759,0.53,1.7492048
0.6516631578947367,1.180717,0.5811999999999999,1.5089892
0.655157894736842,1.1695111,0.5539999999999999,1.6611081
0.6527578947368422,1.1733474,0.5436,1.7453239
0.662821052631579,1.1400483,0.5976,1.490552
0.6612,1.1459575,0.534,1.8001161
0.6616421052631578,1.1423473,0.5744,1.5959463
0.6706947368421052,1.11184,0.5804,1.5542388
0.6638947368421053,1.1279315,0.52,1.8343196
0.6714105263157893,1.1030263,0.5896,1.490084
0.6727578947368421,1.0942311,0.5576000000000001,1.5874536
0.6702315789473684,1.1013224,0.5456,1.7089695
0.6782526315789474,1.0814282,0.5940000000000001,1.4848299
0.6769263157894737,1.0758163,0.522,1.9197993
0.677221052631579,1.0768673,0.5912000000000001,1.5214293
0.6865052631578947,1.0480856,0.5924,1.4898131
0.6836,1.0548393,0.5444,1.8475174
0.6847157894736843,1.0485598,0.6088,1.4530715
0.6898526315789473,1.0337354,0.578,1.6272885
0.6872842105263157,1.0434407,0.5528,1.6773244
0.6958736842105262,1.0141532,0.6032,1.4605935
0.6942105263157895,1.0182348,0.5092,1.9828686
0.6913052631578948,1.0273266,0.5892,1.4994729
0.7021684210526316,0.9884456,0.6172,1.485253
0.698021052631579,1.0022291,0.538,1.8716692
0.7011578947368421,0.9878751,0.602,1.4805316
0.7048421052631579,0.9835027,0.5496,1.7793082
0.7009263157894737,0.99146366,0.58,1.6472459
0.7092,0.9610366,0.6152000000000001,1.4816551
0.7065894736842105,0.96675265,0.5536,1.8545902
0.7056842105263157,0.96706015,0.6028,1.5382066
0.7140210526315789,0.9386261,0.5876,1.5617359
0.7093052631578947,0.9585858,0.5664000000000001,1.7756652
0.7139157894736843,0.94072306,0.6064,1.5194818
0.720442105263158,0.91997904,0.5851999999999999,1.651081
0.7126736842105262,0.9392968,0.5792,1.6666375
0.7209263157894736,0.9179291,0.6156,1.4779756
0.7211578947368421,0.91853535,0.5568000000000001,1.8038234
0.7209052631578947,0.9200537,0.5964,1.5494479
0.7275789473684211,0.9014228,0.6096,1.5178097
0.7200421052631578,0.9143145,0.5472,1.9441354
0.7262315789473685,0.89394397,0.6175999999999999,1.5114361
0.7283368421052631,0.88625693,0.5948,1.6002226
0.7234947368421052,0.9049368,0.5908000000000001,1.6137424
0.7313684210526316,0.88009125,0.6184000000000001,1.4942378
0.7308842105263158,0.87365925,0.5419999999999999,1.9261537
0.7302105263157895,0.88026094,0.594,1.5689714
0.734378947368421,0.8627814,0.5972,1.5689563
0.7308210526315789,0.8726353,0.5632,1.792101
0.7340842105263159,0.8632314,0.6012000000000001,1.5305991
